state,year,deaths,pop,rate_per_million,log_pop
WV,2015,10,1843332,5.424958716064171,14.42708536150284
WV,2016,12,1832435,6.548663390515898,14.42115624144536
WV,2017,11,1818683,6.048332777070001,14.413623170735413
WV,2018,7,1805953,3.876069864498135,14.406598988257194
WV,2019,13,1795263,7.241278854407405,14.400662087277636
WV,2020,6,1791646,3.348875838195715,14.398645308359642
WV,2021,6,1785618,3.360181180969278,14.39527513176348
WV,2022,12,1774122,6.763909133644699,14.388816210625706
WV,2023,14,1770495,7.907393130169812,14.386769726469108
WV,2024,9,1769979,5.084806090919723,14.386478240072849
WY,2015,6,586389,10.232115541048689,13.281738670852032
WY,2016,2,585243,3.417383890110604,13.279782424581072
WY,2017,1,579994,1.7241557671286254,13.270773037641508
WY,2018,4,579054,6.9078186144988205,13.269151016454998
WY,2019,1,580116,1.7237931724000028,13.270983362525268
WY,2020,1,577681,1.7310591831824138,13.266777092185745
WY,2021,3,579636,5.1756619671656,13.270155599301049
WY,2022,10,581978,17.182780105089883,13.274187925311825
WY,2023,1,585067,1.709205954189862,13.279481649570474
WY,2024,7,587618,11.912500978526865,13.283832355896406
