id,state,year,age_group,gender,race,whether_mental_ill,armed,flee,body_camera_binary
2248,GA,2017,45–59,male,W,no,yes,yes,0
2249,IL,2017,18–29,male,W,yes,no,no,1
2251,DE,2017,60+,male,W,yes,yes,no,0
2253,LA,2017,18–29,male,B,yes,yes,no,0
2246,CA,2017,30–44,male,H,no,yes,no,0
2247,MO,2017,18–29,male,W,no,no,yes,0
2254,LA,2017,18–29,male,B,no,yes,yes,1
2255,CA,2017,18–29,male,H,no,yes,yes,0
2256,NM,2017,18–29,male,H,yes,yes,yes,1
2257,MI,2017,30–44,male,W,yes,no,no,0
2258,PA,2017,18–29,male,H,no,yes,no,0
2259,ID,2017,30–44,male,H,no,no,yes,1
2260,AL,2017,30–44,male,W,yes,Unknown,yes,0
2261,MS,2017,45–59,male,B,no,yes,no,0
2262,WI,2017,45–59,male,W,yes,yes,no,1
2265,NC,2017,18–29,male,H,no,yes,yes,0
2266,MD,2017,45–59,male,W,yes,yes,no,1
2267,GA,2017,18–29,male,B,no,yes,yes,1
2268,OH,2017,30–44,male,W,no,yes,no,0
2272,CA,2017,18–29,male,H,yes,yes,no,1
2273,TX,2017,18–29,male,H,no,yes,yes,0
2274,WA,2017,Under 18,male,B,no,yes,no,0
2706,WI,2017,45–59,male,W,yes,no,no,0
2707,AZ,2017,45–59,male,W,no,yes,no,0
2271,CT,2017,45–59,male,Unknown,yes,yes,no,0
2275,CA,2017,18–29,male,H,no,no,yes,0
2269,OK,2017,45–59,male,B,no,yes,no,0
2270,WA,2017,30–44,male,W,yes,yes,no,0
2276,CA,2017,45–59,male,H,yes,yes,no,0
2277,CA,2017,30–44,male,W,no,yes,no,0
2278,CA,2017,30–44,male,B,yes,yes,no,0
2280,TX,2017,18–29,male,B,no,yes,yes,0
2301,CA,2017,30–44,male,B,no,Unknown,yes,0
2282,WI,2017,18–29,male,W,no,no,no,0
2302,FL,2017,45–59,male,W,no,yes,no,0
2708,TX,2017,18–29,male,H,no,yes,no,0
2281,CA,2017,18–29,male,H,no,yes,yes,0
2285,TX,2017,30–44,male,A,no,yes,no,0
2289,NC,2017,30–44,male,W,no,yes,no,1
2294,NC,2017,18–29,male,B,no,yes,yes,0
2297,WV,2017,30–44,male,W,no,yes,no,0
2298,IL,2017,18–29,male,H,no,Unknown,yes,0
2299,TX,2017,45–59,male,W,no,yes,no,0
2288,MO,2017,60+,male,B,no,yes,no,0
2293,FL,2017,45–59,male,W,yes,yes,no,0
2348,GA,2017,18–29,male,H,no,no,no,0
2283,CA,2017,45–59,male,B,yes,no,no,0
2286,OH,2017,30–44,male,B,yes,yes,no,1
2300,CO,2017,30–44,male,H,no,Unknown,no,1
2287,CA,2017,45–59,male,H,yes,yes,yes,0
2305,FL,2017,18–29,male,B,no,no,no,0
2306,CO,2017,45–59,male,B,yes,yes,no,0
2308,AL,2017,18–29,male,W,no,yes,no,0
2309,TN,2017,30–44,male,W,yes,yes,yes,0
2310,MD,2017,18–29,male,B,no,yes,yes,1
2312,OH,2017,30–44,male,W,no,yes,no,0
2347,KY,2017,45–59,male,W,no,Unknown,Unknown,0
2307,IN,2017,18–29,male,W,no,yes,no,0
2314,OK,2017,30–44,male,N,no,yes,Unknown,0
2343,IL,2017,18–29,male,B,no,no,yes,0
2313,OH,2017,18–29,male,W,no,no,no,0
2315,WA,2017,30–44,male,H,yes,yes,no,0
2316,OR,2017,Under 18,male,B,no,no,yes,0
2317,WA,2017,18–29,male,W,no,yes,yes,0
2322,TN,2017,30–44,male,B,no,yes,yes,0
2324,ME,2017,18–29,male,W,no,Unknown,Unknown,0
2325,ME,2017,18–29,female,W,no,no,Unknown,0
2326,IL,2017,45–59,female,W,yes,yes,no,0
2330,OK,2017,45–59,male,W,no,yes,no,0
2331,NC,2017,18–29,male,B,no,yes,yes,1
2332,NJ,2017,18–29,male,B,no,yes,yes,0
2318,SC,2017,30–44,male,W,no,yes,no,0
2320,HI,2017,30–44,male,A,no,Unknown,yes,0
2321,MO,2017,18–29,male,B,no,yes,no,0
2323,KY,2017,30–44,male,W,yes,yes,no,1
2328,TX,2017,30–44,male,W,no,yes,yes,0
2329,NC,2017,30–44,male,B,no,yes,yes,0
2333,CA,2017,18–29,male,H,yes,yes,yes,0
2334,TN,2017,30–44,male,W,no,Unknown,yes,0
2335,AZ,2017,45–59,male,W,no,yes,no,0
2337,MI,2017,18–29,male,B,no,no,yes,0
2338,OH,2017,45–59,male,W,yes,yes,no,0
2339,IN,2017,30–44,male,W,no,yes,yes,0
2709,IN,2017,60+,male,W,no,yes,no,0
2342,NC,2017,18–29,male,B,no,yes,yes,0
2344,MO,2017,30–44,male,W,no,yes,no,0
2345,CA,2017,45–59,male,H,no,yes,no,0
2346,NY,2017,Under 18,male,B,no,yes,yes,0
2349,TX,2017,45–59,male,H,no,yes,no,0
2350,CA,2017,18–29,male,B,no,yes,yes,0
2710,CA,2017,18–29,male,W,no,yes,no,0
2359,TX,2017,30–44,male,W,yes,no,no,1
2361,OK,2017,30–44,male,W,yes,yes,no,0
2363,AK,2017,30–44,male,B,no,yes,no,0
2364,CA,2017,30–44,male,W,no,yes,no,0
2351,ME,2017,18–29,male,B,yes,no,no,0
2352,NC,2017,45–59,male,B,no,yes,no,0
2356,OH,2017,18–29,male,B,no,yes,no,0
2358,NY,2017,18–29,male,H,no,no,yes,0
2360,AR,2017,30–44,male,W,no,yes,no,0
2362,AZ,2017,18–29,male,H,no,yes,no,0
2353,MO,2017,18–29,male,W,no,no,no,0
2355,FL,2017,18–29,male,W,yes,yes,no,0
2357,OR,2017,45–59,male,W,yes,yes,no,0
2365,MO,2017,60+,male,B,no,yes,no,0
2366,UT,2017,30–44,male,H,no,yes,no,1
2367,UT,2017,18–29,male,H,no,yes,no,1
2368,CO,2017,30–44,male,H,no,yes,yes,0
2369,TX,2017,30–44,male,B,no,yes,no,0
2371,WV,2017,18–29,male,W,yes,yes,no,0
2372,TX,2017,30–44,female,B,yes,yes,yes,0
2370,KS,2017,30–44,male,H,no,yes,no,0
2373,OK,2017,45–59,male,Unknown,no,yes,no,0
2375,OH,2017,30–44,male,W,no,yes,no,0
2376,NV,2017,18–29,male,H,no,yes,yes,0
2377,DC,2017,45–59,male,B,no,yes,yes,1
2386,PA,2017,60+,male,W,no,yes,no,0
2388,KY,2017,30–44,male,W,yes,yes,no,0
2390,TX,2017,30–44,female,W,no,yes,yes,0
2383,CA,2017,18–29,male,B,yes,no,yes,0
2384,GA,2017,30–44,male,W,no,yes,yes,0
2379,FL,2017,30–44,male,W,no,yes,no,0
2380,CA,2017,45–59,female,W,no,yes,yes,0
2381,UT,2017,30–44,male,W,yes,yes,no,0
2382,FL,2017,60+,male,W,no,yes,yes,0
2378,NC,2017,18–29,male,W,yes,yes,yes,0
2391,WI,2017,30–44,male,W,no,yes,no,0
2393,TX,2017,18–29,male,B,no,yes,no,0
2394,FL,2017,18–29,male,B,no,yes,yes,0
2711,LA,2017,30–44,male,H,yes,yes,no,0
2392,TX,2017,30–44,male,B,no,yes,no,1
2395,WI,2017,30–44,male,W,yes,yes,no,0
2396,CA,2017,30–44,male,H,no,yes,no,0
2397,AZ,2017,18–29,male,H,no,no,no,0
2398,NV,2017,18–29,male,H,no,yes,no,0
2435,NJ,2017,30–44,male,H,yes,yes,no,0
2401,CO,2017,30–44,male,W,yes,yes,no,0
2403,CA,2017,18–29,male,N,no,no,no,0
2399,OK,2017,30–44,male,W,no,Unknown,yes,1
2400,SC,2017,45–59,male,W,yes,yes,no,0
2402,CA,2017,60+,male,H,no,yes,no,0
2404,CA,2017,18–29,male,W,no,yes,yes,0
2405,OH,2017,30–44,male,W,no,no,yes,0
2406,CA,2017,30–44,male,B,yes,yes,no,0
2407,PA,2017,60+,male,W,no,yes,no,0
2409,NC,2017,18–29,male,W,yes,yes,no,0
2410,CA,2017,18–29,male,H,yes,yes,Unknown,0
2411,CA,2017,18–29,male,W,yes,yes,no,0
2415,CA,2017,30–44,male,W,yes,yes,no,0
2413,TX,2017,45–59,male,W,no,yes,no,0
2447,LA,2017,30–44,male,B,no,yes,Unknown,0
2412,CA,2017,30–44,male,H,yes,yes,no,0
2414,WA,2017,18–29,male,H,no,yes,yes,1
2416,OH,2017,18–29,male,B,no,Unknown,Unknown,1
2417,CA,2017,18–29,male,W,yes,yes,no,0
2421,MD,2017,18–29,male,B,no,Unknown,yes,1
2419,NJ,2017,45–59,male,W,yes,no,Unknown,0
2422,WA,2017,30–44,male,W,no,Unknown,no,0
2423,CO,2017,18–29,male,W,no,yes,no,0
2424,FL,2017,30–44,male,W,no,yes,Unknown,0
2426,CA,2017,Under 18,female,H,no,no,Unknown,0
2418,MN,2017,18–29,male,B,no,yes,no,0
2428,AZ,2017,18–29,male,W,no,Unknown,yes,0
2429,MI,2017,30–44,male,B,no,yes,no,0
2431,WI,2017,30–44,male,B,no,yes,no,1
2432,NC,2017,30–44,male,B,no,yes,no,0
2433,FL,2017,45–59,male,W,yes,yes,no,0
2434,TN,2017,30–44,male,B,yes,Unknown,no,1
10114,TX,2017,45–59,male,W,no,yes,no,0
2436,ME,2017,18–29,male,W,no,yes,no,0
2439,TN,2017,45–59,female,W,yes,no,no,0
2440,CA,2017,18–29,male,B,yes,yes,no,0
2437,KS,2017,18–29,male,W,no,yes,no,0
2438,ID,2017,30–44,male,W,no,yes,no,0
2446,GA,2017,30–44,male,W,no,Unknown,yes,0
2441,MO,2017,45–59,male,W,no,yes,yes,0
2442,FL,2017,18–29,female,B,no,no,no,0
2443,FL,2017,18–29,male,W,no,yes,yes,0
2444,FL,2017,45–59,male,H,yes,yes,yes,0
6929,MN,2017,60+,male,Unknown,no,yes,Unknown,0
2448,KY,2017,30–44,male,W,no,yes,no,0
2450,LA,2017,18–29,male,B,no,yes,no,0
2477,WI,2017,45–59,male,A,no,yes,Unknown,0
2449,WA,2017,45–59,male,B,yes,yes,no,0
2451,AR,2017,30–44,male,B,no,yes,yes,0
2453,AZ,2017,18–29,male,H,no,yes,no,0
2452,MD,2017,30–44,male,B,yes,yes,no,1
2456,CA,2017,18–29,male,W,no,yes,no,0
2458,TX,2017,18–29,male,H,no,yes,yes,0
2454,CA,2017,30–44,male,H,no,yes,yes,0
2455,CA,2017,45–59,male,W,no,yes,no,0
2457,AR,2017,45–59,male,W,no,yes,yes,0
2459,AK,2017,30–44,male,W,no,yes,yes,0
2712,FL,2017,45–59,male,W,yes,no,no,0
2460,TN,2017,45–59,male,W,no,yes,no,0
2461,MS,2017,45–59,male,W,no,yes,yes,0
2462,MD,2017,18–29,male,W,no,yes,no,1
2463,IN,2017,30–44,male,W,no,yes,yes,0
2467,MI,2017,60+,male,W,no,yes,no,0
2466,TN,2017,18–29,male,W,no,yes,no,0
2468,IL,2017,30–44,male,W,no,yes,yes,0
2469,OK,2017,45–59,male,W,no,yes,yes,0
2470,DE,2017,18–29,male,B,no,no,yes,0
2471,KY,2017,45–59,male,W,no,yes,no,0
2473,TX,2017,18–29,male,W,no,Unknown,yes,0
2474,NJ,2017,45–59,male,W,no,Unknown,yes,0
2475,FL,2017,30–44,male,B,no,yes,yes,0
2476,LA,2017,30–44,male,A,no,yes,Unknown,0
2478,SC,2017,45–59,male,H,yes,yes,no,1
2479,CA,2017,45–59,male,H,no,no,yes,0
2480,TX,2017,30–44,male,H,no,Unknown,yes,0
2481,CA,2017,60+,male,W,no,yes,yes,0
2482,IN,2017,18–29,male,H,no,yes,yes,0
2483,AR,2017,18–29,male,W,no,Unknown,Unknown,0
2484,OH,2017,30–44,male,B,yes,no,no,0
2485,OH,2017,30–44,male,W,yes,yes,no,0
2486,FL,2017,60+,male,W,no,yes,no,0
2487,FL,2017,45–59,male,B,no,yes,no,0
2488,NJ,2017,30–44,male,B,no,yes,no,0
2495,SD,2017,30–44,male,A,no,yes,yes,0
2492,WI,2017,18–29,male,W,no,yes,no,0
2490,CA,2017,30–44,male,H,no,yes,no,0
2491,CA,2017,30–44,male,Unknown,no,yes,no,0
2493,OH,2017,30–44,male,W,no,yes,no,0
2494,TX,2017,30–44,male,B,no,yes,yes,1
2496,CA,2017,18–29,male,B,no,yes,no,0
2499,AZ,2017,18–29,male,W,no,Unknown,no,0
2500,KS,2017,18–29,male,W,no,yes,yes,0
2501,CT,2017,45–59,male,W,no,yes,Unknown,0
2502,WA,2017,30–44,male,W,yes,yes,yes,0
2503,ND,2017,18–29,male,N,no,yes,no,0
2506,AR,2017,30–44,male,B,no,yes,Unknown,0
2509,CA,2017,45–59,male,W,no,yes,no,0
2510,OH,2017,45–59,male,W,yes,yes,no,0
2520,CA,2017,Under 18,male,H,no,no,yes,1
2508,MN,2017,45–59,male,W,no,yes,no,0
2713,TN,2017,30–44,male,W,no,Unknown,yes,0
2511,WV,2017,30–44,male,W,no,Unknown,yes,0
2514,DE,2017,18–29,male,B,no,yes,yes,1
2513,OK,2017,60+,male,W,yes,yes,no,0
2515,WA,2017,18–29,male,B,no,yes,Unknown,0
2516,TX,2017,45–59,male,H,no,yes,Unknown,0
2517,SC,2017,18–29,male,H,no,yes,no,0
2518,AZ,2017,18–29,male,H,no,Unknown,yes,0
2525,AZ,2017,Under 18,female,W,no,no,yes,0
2519,OR,2017,18–29,male,W,yes,yes,no,0
2521,CA,2017,30–44,male,A,no,yes,yes,0
2522,IN,2017,30–44,male,B,yes,Unknown,no,0
2523,OH,2017,18–29,male,W,yes,yes,no,0
2526,AZ,2017,60+,male,W,no,yes,no,0
2524,PA,2017,60+,male,W,yes,yes,no,0
2527,TX,2017,Under 18,male,B,no,yes,yes,1
2531,OR,2017,30–44,male,W,no,yes,no,0
2714,TX,2017,Under 18,male,B,no,yes,no,0
2528,NJ,2017,18–29,male,B,no,yes,yes,0
2529,TX,2017,45–59,male,H,yes,yes,Unknown,1
2532,CA,2017,18–29,male,H,no,Unknown,yes,0
2533,GA,2017,18–29,male,B,no,yes,no,0
2530,FL,2017,45–59,male,B,no,yes,no,0
2534,PA,2017,45–59,male,W,yes,yes,no,0
2536,OH,2017,30–44,male,W,no,Unknown,yes,0
2535,DE,2017,18–29,male,B,no,yes,no,0
2537,SD,2017,45–59,male,W,yes,yes,no,0
2542,GA,2017,30–44,male,B,no,yes,no,0
2547,CA,2017,18–29,male,H,no,yes,no,0
2538,TX,2017,Under 18,male,B,no,no,no,1
2539,HI,2017,45–59,male,W,no,yes,no,0
2543,VA,2017,30–44,male,B,no,yes,no,0
2546,NM,2017,30–44,male,H,no,Unknown,no,1
2540,OK,2017,30–44,male,W,yes,yes,no,0
2544,CA,2017,45–59,male,W,no,yes,no,0
2545,MI,2017,45–59,male,B,no,yes,no,0
2550,TX,2017,18–29,male,W,no,yes,no,0
2549,TX,2017,45–59,male,B,no,yes,no,0
2551,TX,2017,18–29,male,H,yes,yes,no,0
2552,CA,2017,18–29,male,Unknown,yes,yes,no,0
2553,CA,2017,18–29,male,W,yes,yes,no,0
2554,MI,2017,18–29,male,B,no,yes,no,1
2555,GA,2017,60+,male,W,yes,yes,no,0
2556,CA,2017,18–29,male,W,no,yes,no,1
2561,TX,2017,45–59,female,H,yes,yes,no,0
2557,CA,2017,Under 18,male,W,yes,no,no,1
2560,NV,2017,60+,male,W,yes,yes,no,0
2558,AL,2017,18–29,male,B,no,no,yes,1
2559,NY,2017,18–29,male,H,no,yes,yes,0
2562,TX,2017,18–29,male,B,no,yes,yes,0
2567,CA,2017,30–44,male,B,yes,yes,yes,0
2568,CA,2017,18–29,male,W,no,yes,no,0
2563,CT,2017,Under 18,male,H,no,Unknown,yes,0
2564,FL,2017,18–29,male,B,yes,yes,no,0
2565,CO,2017,30–44,male,W,no,yes,no,0
2566,SC,2017,30–44,male,W,no,no,yes,0
2569,OH,2017,30–44,male,W,no,yes,no,0
2617,MI,2017,30–44,male,W,yes,no,no,0
2570,OR,2017,18–29,male,B,yes,yes,yes,0
2571,MO,2017,45–59,female,B,no,yes,no,0
2572,CA,2017,45–59,male,W,no,Unknown,yes,0
2573,TX,2017,18–29,male,H,no,yes,no,0
2574,PA,2017,45–59,male,B,no,yes,no,0
2575,MT,2017,30–44,male,W,yes,yes,no,0
2577,AL,2017,30–44,male,W,no,no,no,0
2578,FL,2017,45–59,male,W,no,yes,yes,0
2576,WI,2017,30–44,male,W,no,yes,yes,0
2580,MO,2017,30–44,male,B,no,yes,Unknown,0
2579,AZ,2017,30–44,male,H,no,yes,yes,0
2715,VA,2017,45–59,male,W,yes,yes,no,0
2581,AZ,2017,18–29,female,B,no,yes,no,0
2582,VA,2017,18–29,male,B,no,yes,no,0
2583,TN,2017,45–59,male,W,yes,yes,yes,0
2585,CA,2017,30–44,male,H,yes,yes,yes,0
2589,OK,2017,45–59,male,W,no,yes,no,0
2586,DC,2017,30–44,female,W,no,yes,no,0
2587,AZ,2017,18–29,male,B,no,yes,Unknown,0
2588,CA,2017,18–29,male,H,yes,yes,no,0
2591,MT,2017,30–44,male,W,no,yes,yes,0
2590,VA,2017,18–29,male,W,no,Unknown,yes,0
2592,PA,2017,45–59,male,W,yes,yes,no,0
2593,ME,2017,60+,male,W,no,yes,no,0
2599,CA,2017,45–59,male,W,yes,no,no,1
2594,WI,2017,30–44,male,B,no,yes,no,0
2595,PA,2017,30–44,male,W,no,yes,yes,0
2596,LA,2017,18–29,male,B,no,no,no,0
2598,FL,2017,30–44,male,H,no,no,no,0
2600,ID,2017,30–44,male,W,no,yes,no,0
2601,AZ,2017,18–29,male,H,no,yes,yes,0
2602,NV,2017,60+,male,W,no,yes,no,0
2603,CA,2017,45–59,male,W,no,yes,no,0
2605,TN,2017,60+,male,W,no,yes,no,0
2604,OH,2017,18–29,male,W,yes,no,no,1
2606,CA,2017,18–29,male,H,no,yes,no,0
2618,AK,2017,18–29,male,W,no,yes,yes,0
2614,NM,2017,45–59,male,H,no,no,no,0
2615,MO,2017,30–44,male,W,yes,yes,no,0
2616,AZ,2017,30–44,male,W,yes,no,no,0
2612,TN,2017,30–44,male,W,no,Unknown,yes,0
2613,GA,2017,30–44,male,Unknown,no,yes,no,0
2608,FL,2017,18–29,male,Unknown,no,yes,yes,0
2610,NC,2017,18–29,male,B,no,yes,no,0
2611,CA,2017,30–44,male,Unknown,yes,yes,no,0
2607,ME,2017,30–44,male,W,no,yes,no,0
2609,CA,2017,18–29,male,H,no,Unknown,yes,1
2619,WV,2017,60+,male,Unknown,yes,yes,no,0
2620,CA,2017,18–29,male,W,no,Unknown,Unknown,0
2621,CO,2017,Under 18,male,W,no,yes,yes,0
2633,NV,2017,18–29,male,H,yes,yes,no,0
2623,FL,2017,45–59,male,W,no,Unknown,yes,0
2624,AL,2017,18–29,male,B,no,yes,no,0
2626,MS,2017,30–44,male,B,no,no,no,0
2627,OK,2017,18–29,male,A,no,yes,yes,0
2628,IL,2017,Under 18,male,B,no,yes,no,0
2634,TX,2017,45–59,male,H,no,yes,no,0
2625,AZ,2017,30–44,male,W,no,yes,no,0
2622,FL,2017,18–29,male,W,no,yes,Unknown,0
2636,CA,2017,60+,male,W,yes,yes,no,0
2632,KY,2017,45–59,male,W,no,yes,yes,0
2635,FL,2017,45–59,male,B,no,yes,Unknown,0
2637,FL,2017,30–44,male,W,no,yes,yes,0
2638,TX,2017,30–44,male,B,no,yes,Unknown,0
2640,ME,2017,45–59,male,W,no,yes,no,0
2641,WA,2017,45–59,male,Unknown,no,yes,yes,0
2639,CA,2017,18–29,male,H,no,yes,Unknown,1
2642,MO,2017,18–29,male,W,no,yes,no,0
2644,MD,2017,30–44,male,W,no,yes,no,1
2645,NC,2017,60+,male,W,yes,yes,no,0
2646,CA,2017,30–44,female,W,no,yes,no,0
2647,CA,2017,45–59,male,H,no,yes,no,0
2648,PA,2017,30–44,male,B,no,no,yes,0
2649,CO,2017,45–59,male,W,no,yes,Unknown,0
2650,OK,2017,45–59,male,W,yes,yes,no,0
2651,OK,2017,18–29,male,B,yes,yes,no,0
2652,IL,2017,30–44,male,H,no,yes,yes,0
2653,FL,2017,60+,male,W,yes,yes,Unknown,0
2654,WA,2017,18–29,male,B,no,yes,yes,0
2655,IA,2017,45–59,male,W,no,yes,no,0
2660,TX,2017,60+,male,W,yes,yes,no,0
2661,WI,2017,18–29,male,B,no,Unknown,yes,0
2656,CA,2017,45–59,male,H,no,yes,no,0
2658,TX,2017,60+,male,H,no,yes,no,0
2659,KY,2017,45–59,male,W,no,yes,no,0
2663,LA,2017,30–44,male,W,no,yes,no,0
2657,IL,2017,18–29,male,W,no,yes,yes,0
2662,NH,2017,30–44,male,W,no,yes,no,0
2664,LA,2017,30–44,male,B,no,yes,no,0
2665,MO,2017,30–44,male,B,no,yes,no,0
2666,WA,2017,18–29,male,A,no,yes,no,0
2667,VA,2017,60+,male,W,no,yes,no,0
2668,TN,2017,45–59,male,W,yes,yes,no,0
2671,NH,2017,30–44,male,W,no,yes,yes,0
2669,MS,2017,30–44,male,W,no,yes,yes,0
2670,CA,2017,30–44,male,H,no,yes,no,1
2676,CA,2017,30–44,male,H,yes,yes,no,0
2677,MS,2017,18–29,female,W,no,no,yes,0
2678,CA,2017,30–44,male,W,no,yes,yes,0
2673,CA,2017,18–29,female,H,no,yes,no,0
2674,SD,2017,45–59,male,W,no,yes,no,0
2672,WA,2017,30–44,female,B,yes,yes,no,0
2675,WI,2017,60+,male,W,yes,yes,no,0
2680,AK,2017,18–29,male,N,yes,yes,yes,0
2681,TX,2017,18–29,male,W,no,yes,no,0
2683,NV,2017,18–29,male,H,no,yes,no,1
2684,CA,2017,30–44,male,H,no,no,yes,0
2685,TN,2017,30–44,male,W,no,yes,yes,0
2686,OH,2017,30–44,male,W,yes,yes,yes,0
2687,KS,2017,45–59,male,W,yes,yes,no,0
2688,MO,2017,30–44,male,W,no,no,yes,0
2690,OK,2017,30–44,male,H,no,yes,no,0
2691,CA,2017,Under 18,male,H,no,no,no,0
2693,CA,2017,18–29,male,H,no,yes,no,0
2704,AZ,2017,30–44,male,H,no,Unknown,yes,0
2699,OR,2017,30–44,male,W,yes,yes,yes,0
2701,AL,2017,18–29,male,W,no,Unknown,no,0
2702,OK,2017,45–59,male,W,no,yes,yes,0
2703,WA,2017,18–29,male,B,no,Unknown,yes,0
2692,SC,2017,45–59,male,B,no,yes,yes,0
2695,OK,2017,18–29,male,B,no,yes,no,1
2696,AZ,2017,45–59,male,W,no,yes,no,0
2698,NV,2017,45–59,male,B,yes,yes,no,1
2694,NM,2017,30–44,male,H,yes,yes,no,0
2705,TX,2017,30–44,male,H,no,yes,yes,0
2716,CA,2017,30–44,male,H,yes,yes,no,1
2718,TN,2017,30–44,male,B,no,yes,no,0
2717,IN,2017,45–59,male,B,no,no,yes,0
2720,CA,2017,30–44,male,H,no,no,no,0
2723,GA,2017,18–29,male,B,no,Unknown,no,0
2724,FL,2017,30–44,male,H,no,yes,no,0
2721,CO,2017,30–44,female,Unknown,no,yes,yes,0
2725,CO,2017,18–29,male,W,no,no,yes,0
2726,CO,2017,30–44,male,H,no,yes,yes,0
2727,AZ,2017,18–29,male,H,no,yes,no,1
2730,IL,2017,30–44,male,B,no,yes,no,1
2733,CO,2017,18–29,male,A,yes,yes,no,1
2728,VA,2017,30–44,male,W,yes,yes,no,0
2729,WA,2017,45–59,male,W,no,yes,no,1
2732,IN,2017,45–59,male,W,yes,yes,no,0
2736,OR,2017,18–29,male,W,no,yes,yes,0
2738,GA,2017,45–59,male,W,no,yes,no,0
2737,NM,2017,18–29,male,H,no,yes,yes,0
2739,OH,2017,30–44,male,B,no,yes,no,0
2740,UT,2017,30–44,male,H,yes,Unknown,yes,0
2741,IL,2017,30–44,male,W,yes,yes,no,0
2750,WA,2017,45–59,male,W,no,yes,no,0
2926,CO,2017,45–59,male,N,no,yes,no,0
2927,CA,2017,30–44,male,B,no,yes,yes,0
2742,NY,2017,30–44,male,B,no,yes,yes,0
2743,IA,2017,18–29,female,W,no,yes,yes,1
2746,IL,2017,45–59,male,W,no,yes,no,0
2747,OK,2017,45–59,male,W,no,yes,no,0
2748,CA,2017,18–29,male,H,no,no,yes,0
2749,ME,2017,45–59,male,W,no,yes,Unknown,0
2744,FL,2017,30–44,male,H,no,no,yes,0
2745,LA,2017,18–29,male,B,no,no,no,0
2751,GA,2017,30–44,male,B,yes,no,no,0
2752,AL,2017,Under 18,male,Unknown,no,no,yes,0
2765,OH,2017,30–44,male,B,no,yes,no,1
2757,WA,2017,18–29,male,A,yes,yes,no,0
2758,FL,2017,18–29,male,B,yes,yes,no,0
2760,NC,2017,45–59,female,W,no,yes,no,0
2753,OH,2017,18–29,male,W,no,yes,no,0
2754,WA,2017,30–44,male,W,no,yes,no,0
2755,IL,2017,18–29,male,H,no,yes,yes,0
2761,OH,2017,45–59,male,B,no,yes,no,0
2762,MD,2017,18–29,male,W,no,Unknown,no,0
2764,MN,2017,30–44,male,W,no,yes,yes,0
2766,WI,2017,30–44,male,W,yes,yes,yes,0
2767,NV,2017,18–29,male,W,yes,yes,Unknown,1
2768,MO,2017,45–59,male,W,no,yes,no,0
2769,KS,2017,45–59,male,B,no,yes,no,0
2770,AZ,2017,45–59,male,W,no,yes,yes,0
2771,OK,2017,30–44,male,N,no,yes,no,0
2772,SC,2017,30–44,male,W,yes,no,no,0
2773,CA,2017,45–59,male,W,no,yes,no,0
2774,AZ,2017,45–59,male,W,no,yes,Unknown,0
2775,FL,2017,45–59,male,W,yes,yes,no,0
2776,AZ,2017,30–44,male,H,no,yes,no,0
2778,CA,2017,18–29,male,H,no,yes,yes,0
2779,MN,2017,30–44,female,W,no,no,no,0
2780,CA,2017,18–29,male,B,yes,yes,no,0
2781,TX,2017,18–29,male,W,no,yes,yes,0
2782,VA,2017,18–29,female,B,no,yes,no,0
2783,NM,2017,45–59,male,H,no,yes,no,1
2784,VA,2017,30–44,male,W,no,yes,yes,0
2785,TX,2017,30–44,male,H,no,yes,no,0
2786,AL,2017,30–44,male,W,yes,yes,no,0
2787,OR,2017,60+,male,W,yes,yes,no,0
2788,AZ,2017,30–44,male,Unknown,no,yes,no,0
2789,CA,2017,18–29,male,W,no,yes,no,0
2790,NM,2017,18–29,male,H,yes,yes,no,1
2791,MI,2017,30–44,male,O,no,no,no,0
2792,MO,2017,45–59,male,W,no,yes,no,0
2793,MO,2017,18–29,male,B,no,yes,yes,0
2794,CA,2017,18–29,male,H,no,yes,no,0
2797,TX,2017,30–44,male,H,no,yes,yes,0
2928,AZ,2017,60+,male,Unknown,no,yes,no,1
2795,MA,2017,45–59,male,W,no,no,yes,0
2796,WI,2017,45–59,male,W,yes,yes,no,0
2799,MS,2017,30–44,male,H,no,yes,no,0
2800,CA,2017,30–44,male,W,no,yes,no,1
2798,MO,2017,30–44,male,W,yes,yes,yes,0
2801,VA,2017,18–29,male,W,yes,yes,yes,0
2802,FL,2017,18–29,male,W,no,yes,yes,0
2803,AZ,2017,30–44,male,H,yes,yes,no,0
2805,AR,2017,Under 18,male,B,no,no,no,0
2804,AZ,2017,30–44,male,W,no,yes,yes,0
2806,TX,2017,18–29,male,W,no,yes,no,0
2807,FL,2017,60+,female,W,yes,yes,no,0
2808,OH,2017,18–29,male,B,no,Unknown,yes,0
2809,CA,2017,18–29,male,H,no,yes,no,0
2811,WA,2017,30–44,male,W,no,yes,no,0
2812,CA,2017,30–44,male,H,no,yes,no,0
2816,CA,2017,45–59,male,W,no,yes,no,0
2820,LA,2017,30–44,male,B,no,yes,yes,0
2929,CA,2017,18–29,male,W,no,yes,no,0
2813,NM,2017,30–44,male,H,no,Unknown,yes,0
2819,NY,2017,30–44,male,W,yes,yes,no,0
2822,MO,2017,30–44,male,B,no,yes,no,0
2818,ID,2017,45–59,male,W,no,yes,yes,0
2930,CA,2017,18–29,male,B,no,yes,yes,0
2815,NY,2017,30–44,male,B,yes,yes,no,0
