id,state,year,age_group,gender,race,whether_mental_ill,armed,flee,body_camera_binary
10080,NJ,2024,30–44,male,B,no,yes,Unknown,0
10081,ID,2024,30–44,male,W,no,yes,yes,0
10082,WA,2024,30–44,male,B,no,yes,yes,0
10083,NV,2024,45–59,male,W,no,yes,yes,0
10088,UT,2024,30–44,male,Unknown,no,yes,no,0
10084,NM,2024,30–44,male,H,no,yes,no,0
10085,HI,2024,30–44,male,B,no,yes,Unknown,0
10086,IN,2024,45–59,male,B,no,yes,Unknown,1
10087,KS,2024,30–44,male,B,no,yes,yes,0
10092,PA,2024,18–29,male,B,no,yes,no,0
10095,CA,2024,18–29,male,B,no,yes,yes,0
10097,SC,2024,45–59,male,W,no,no,Unknown,0
10093,AZ,2024,30–44,male,H,no,yes,yes,0
10096,CO,2024,45–59,male,Unknown,no,yes,Unknown,0
10099,LA,2024,30–44,male,W,no,yes,yes,0
10091,TN,2024,30–44,male,B,no,yes,yes,0
10094,MI,2024,30–44,male,W,no,yes,yes,0
10098,FL,2024,18–29,male,H,no,yes,yes,0
10104,GA,2024,45–59,male,B,yes,yes,no,0
10107,AZ,2024,30–44,male,H,no,yes,yes,1
10103,MD,2024,18–29,male,B,yes,yes,yes,1
10105,TX,2024,18–29,male,W,no,yes,no,0
10106,TN,2024,18–29,male,B,no,yes,no,0
10108,WA,2024,45–59,male,Unknown,no,yes,no,0
10109,ME,2024,45–59,male,W,yes,yes,yes,0
10111,WA,2024,30–44,male,W,no,yes,no,1
10112,MD,2024,30–44,male,B,no,no,no,1
10115,TN,2024,30–44,male,W,no,yes,yes,0
10117,NY,2024,30–44,female,B,no,yes,Unknown,1
10118,PA,2024,30–44,male,W,no,yes,Unknown,0
10122,FL,2024,30–44,male,B,no,no,yes,0
10123,AZ,2024,18–29,male,H,no,yes,no,0
10124,WI,2024,30–44,male,W,no,yes,yes,1
10127,NY,2024,18–29,male,Unknown,yes,yes,no,0
10125,CA,2024,30–44,male,W,no,yes,no,0
10126,IL,2024,30–44,male,B,yes,no,no,1
10170,CA,2024,30–44,male,H,no,yes,no,0
10119,CT,2024,30–44,male,W,no,no,yes,0
10120,TX,2024,30–44,male,B,no,yes,yes,0
10121,NC,2024,30–44,male,W,no,yes,no,0
10128,AL,2024,45–59,male,W,no,yes,yes,0
10135,TX,2024,18–29,male,W,no,yes,no,0
10129,NV,2024,45–59,male,W,no,yes,yes,0
10130,CA,2024,30–44,male,W,no,yes,no,0
10132,FL,2024,30–44,male,B,yes,yes,no,1
10133,NE,2024,Under 18,male,W,no,yes,Unknown,0
10134,FL,2024,60+,male,W,yes,yes,no,0
10136,FL,2024,30–44,male,B,no,yes,no,0
10137,IL,2024,30–44,male,W,no,yes,yes,0
10138,LA,2024,18–29,male,B,no,yes,no,0
10139,TX,2024,30–44,male,B,no,yes,no,0
10171,OH,2024,30–44,female,W,no,yes,yes,1
10141,CA,2024,60+,male,Unknown,no,yes,no,1
10142,TX,2024,45–59,male,W,no,yes,no,1
10153,TX,2024,18–29,male,H,no,yes,no,0
10144,TN,2024,18–29,male,Unknown,no,yes,yes,0
10147,TX,2024,45–59,male,H,no,yes,no,0
10149,ID,2024,18–29,male,H,no,yes,Unknown,0
10143,FL,2024,45–59,male,H,no,yes,no,0
10145,WA,2024,45–59,male,W,no,yes,no,0
10148,NY,2024,18–29,male,B,no,no,no,1
10154,WA,2024,30–44,male,H,no,yes,no,0
10151,IL,2024,45–59,male,W,no,yes,no,0
10152,VA,2024,18–29,male,Unknown,no,yes,no,0
10150,WY,2024,45–59,male,W,no,yes,yes,0
10155,MI,2024,18–29,male,H,no,yes,no,1
10156,PA,2024,30–44,male,B,no,yes,yes,1
10157,NY,2024,30–44,male,B,no,yes,no,1
10158,PA,2024,30–44,male,B,no,yes,yes,0
10159,FL,2024,30–44,male,W,no,yes,no,0
10160,MS,2024,60+,male,Unknown,no,yes,yes,0
10161,NC,2024,18–29,male,W,no,yes,yes,0
10162,KS,2024,30–44,male,Unknown,no,yes,no,0
10165,GA,2024,60+,male,W,no,yes,no,0
10163,AZ,2024,30–44,male,H,no,yes,yes,0
10164,NV,2024,30–44,male,H,no,yes,no,0
10166,WA,2024,45–59,male,W,no,yes,no,1
10167,NM,2024,30–44,male,H,no,yes,Unknown,0
10169,MS,2024,30–44,male,B,no,yes,yes,0
10172,NC,2024,18–29,male,W,no,yes,no,0
10173,MO,2024,30–44,male,Unknown,no,no,Unknown,0
10175,OH,2024,18–29,male,B,yes,yes,no,1
10178,CA,2024,30–44,male,W,no,yes,no,0
10179,PA,2024,30–44,male,W,no,yes,no,1
10183,WI,2024,30–44,male,N,no,yes,Unknown,1
10184,GA,2024,30–44,male,B,no,yes,yes,0
10205,MT,2024,60+,male,W,no,yes,no,0
10177,NY,2024,45–59,male,B,no,yes,no,1
10180,IL,2024,30–44,male,B,no,yes,no,0
10182,MO,2024,18–29,male,W,no,yes,no,0
10185,AZ,2024,18–29,male,W,no,yes,no,1
10206,CA,2024,45–59,male,Unknown,no,yes,no,0
10186,MO,2024,30–44,male,W,yes,yes,no,0
10187,CA,2024,30–44,male,H,no,yes,no,0
10188,FL,2024,45–59,male,W,no,no,Unknown,0
10189,TX,2024,30–44,male,H,no,yes,no,0
10190,CA,2024,30–44,male,W,no,yes,yes,1
10195,CO,2024,30–44,male,B,no,yes,no,0
10201,TX,2024,30–44,male,H,no,yes,yes,1
10191,WI,2024,45–59,Unknown,W,no,yes,no,1
10193,TX,2024,18–29,male,B,no,yes,yes,0
10194,AR,2024,30–44,male,W,no,yes,no,0
10196,CO,2024,30–44,male,W,no,yes,no,0
10197,MN,2024,60+,male,W,no,yes,no,0
10200,KY,2024,30–44,male,W,no,no,Unknown,0
10202,TX,2024,18–29,male,H,no,yes,no,0
10203,TX,2024,30–44,male,W,no,yes,no,0
10257,ID,2024,30–44,male,N,no,no,yes,0
10198,TX,2024,45–59,male,B,no,yes,yes,0
10199,SC,2024,60+,male,W,no,no,yes,0
10204,CA,2024,30–44,male,H,no,yes,no,0
10207,TN,2024,30–44,male,B,no,no,Unknown,0
10209,TN,2024,18–29,male,W,yes,yes,no,0
10211,TX,2024,30–44,male,H,no,yes,no,0
10208,TX,2024,30–44,male,H,no,no,Unknown,0
10212,KS,2024,30–44,male,H,yes,yes,no,0
10213,FL,2024,45–59,male,Unknown,no,yes,no,1
10219,PA,2024,30–44,male,W,yes,yes,no,1
10224,AZ,2024,30–44,male,B,no,yes,no,0
10256,LA,2024,30–44,male,B,no,no,yes,0
10214,NJ,2024,30–44,male,W,no,yes,Unknown,0
10215,NY,2024,45–59,male,W,no,yes,Unknown,0
10216,NH,2024,30–44,male,W,no,yes,yes,0
10217,NM,2024,30–44,male,H,no,yes,yes,0
10218,UT,2024,30–44,male,Unknown,no,yes,yes,0
10222,WY,2024,45–59,male,Unknown,no,yes,no,0
10223,TX,2024,45–59,male,B,no,yes,no,0
10220,CO,2024,45–59,male,W,no,yes,no,0
10227,CA,2024,Under 18,male,B,yes,yes,no,1
10221,AZ,2024,30–44,male,H,no,yes,no,0
10235,NC,2024,30–44,male,W,no,yes,no,0
10238,CA,2024,45–59,male,W,no,no,no,0
10255,TX,2024,18–29,male,W,no,yes,yes,0
10845,NM,2024,30–44,male,H,no,yes,yes,0
10225,TX,2024,30–44,male,H,no,yes,no,0
10226,AR,2024,45–59,male,W,no,yes,no,0
10228,TX,2024,30–44,male,B,no,yes,yes,0
10230,AR,2024,30–44,male,B,yes,yes,no,1
10237,NV,2024,30–44,male,B,no,yes,no,0
10229,NV,2024,18–29,male,W,no,yes,yes,0
10231,TX,2024,30–44,male,H,no,yes,yes,0
10232,MO,2024,18–29,male,W,no,yes,yes,0
10234,TN,2024,45–59,male,H,no,yes,no,0
10233,WI,2024,30–44,male,W,yes,yes,Unknown,0
10236,KY,2024,30–44,male,W,yes,yes,no,0
10239,FL,2024,30–44,male,W,no,no,no,1
10242,FL,2024,30–44,male,W,no,yes,yes,1
10243,WI,2024,18–29,male,H,no,yes,yes,0
10244,IL,2024,45–59,male,B,no,yes,no,0
10245,TX,2024,30–44,male,B,no,yes,yes,0
10247,IA,2024,18–29,male,Unknown,yes,yes,no,0
10251,CA,2024,18–29,male,H,no,no,no,0
10281,IL,2024,Under 18,male,B,no,no,no,0
10241,UT,2024,30–44,male,Unknown,no,yes,no,0
10246,TX,2024,30–44,male,H,no,yes,yes,0
10248,WA,2024,30–44,male,O,no,yes,yes,0
10250,FL,2024,Under 18,female,W,no,yes,no,0
10252,NY,2024,18–29,male,Unknown,no,yes,no,0
10253,IL,2024,30–44,male,W,no,yes,no,1
10258,KY,2024,30–44,male,Unknown,no,yes,no,0
10259,LA,2024,30–44,male,W,no,yes,yes,0
10260,CA,2024,30–44,male,H,no,yes,no,0
10262,NM,2024,30–44,female,H,no,no,yes,0
10263,MI,2024,30–44,male,W,no,yes,no,0
10264,CA,2024,30–44,male,Unknown,no,yes,no,0
10265,AR,2024,45–59,male,W,no,yes,no,0
10273,IL,2024,18–29,male,B,no,yes,no,1
10277,AZ,2024,45–59,male,B,no,yes,no,0
10278,CA,2024,30–44,male,H,no,yes,yes,0
10280,FL,2024,45–59,male,W,yes,yes,no,0
10527,VA,2024,45–59,male,B,no,yes,yes,1
10266,PA,2024,30–44,male,W,no,no,Unknown,0
10284,ME,2024,30–44,male,Unknown,no,no,Unknown,0
10267,CA,2024,18–29,male,H,yes,yes,no,0
10276,CA,2024,30–44,male,W,yes,yes,no,0
10844,GA,2024,18–29,male,B,no,yes,yes,0
10524,TX,2024,30–44,male,H,no,yes,yes,0
10268,IA,2024,30–44,male,Unknown,no,yes,Unknown,0
10269,AL,2024,45–59,female,B,yes,yes,Unknown,1
10270,PA,2024,45–59,male,B,no,yes,no,0
10528,CA,2024,45–59,male,W,no,yes,yes,0
10271,KS,2024,60+,male,W,yes,yes,Unknown,1
10272,MI,2024,18–29,male,W,no,yes,no,0
10529,CA,2024,45–59,male,W,no,no,no,1
10282,CA,2024,45–59,female,A,no,yes,yes,1
10283,NY,2024,18–29,male,A,yes,yes,no,1
10297,MD,2024,18–29,male,W,no,yes,Unknown,0
10453,CA,2024,45–59,male,W,no,yes,no,1
10353,GA,2024,30–44,male,B,no,yes,no,0
10285,NE,2024,30–44,male,Unknown,no,yes,no,0
10289,NV,2024,30–44,male,B,no,yes,yes,0
10530,WA,2024,30–44,male,W,no,no,no,0
10286,FL,2024,30–44,male,H,yes,no,no,0
10291,CA,2024,30–44,male,H,no,yes,Unknown,0
10294,MO,2024,30–44,male,W,no,no,Unknown,0
10287,MO,2024,45–59,male,B,no,yes,no,0
10288,VA,2024,18–29,male,B,no,yes,no,1
10290,IN,2024,30–44,male,H,no,yes,yes,1
10292,MS,2024,30–44,male,B,no,yes,no,0
10293,WA,2024,30–44,male,W,no,yes,yes,1
10344,OH,2024,30–44,male,W,no,no,yes,0
10303,MT,2024,30–44,male,W,no,yes,Unknown,0
10304,TX,2024,30–44,male,W,no,yes,no,0
10306,LA,2024,18–29,male,B,no,yes,no,0
10307,AL,2024,30–44,male,Unknown,no,yes,Unknown,1
10295,KY,2024,45–59,male,W,no,yes,Unknown,1
10296,UT,2024,30–44,male,W,no,yes,no,0
10301,AZ,2024,18–29,male,Unknown,yes,yes,no,0
10302,TX,2024,45–59,male,A,yes,yes,Unknown,0
10308,CA,2024,Under 18,male,W,yes,yes,no,0
10299,TN,2024,30–44,male,W,yes,yes,no,0
10300,NM,2024,18–29,male,H,no,yes,yes,0
10309,CA,2024,45–59,male,O,no,yes,Unknown,0
10305,CA,2024,45–59,male,H,no,yes,Unknown,0
10298,IA,2024,30–44,male,W,yes,yes,no,0
10346,FL,2024,30–44,male,Unknown,no,yes,no,0
10310,MI,2024,30–44,male,Unknown,no,yes,yes,0
10347,TX,2024,30–44,male,W,no,yes,no,0
10312,KS,2024,45–59,female,Unknown,no,yes,no,0
10313,WI,2024,45–59,male,W,no,no,yes,0
10315,IN,2024,18–29,female,W,yes,yes,no,0
10317,TX,2024,Under 18,male,H,no,yes,yes,0
10314,TX,2024,18–29,male,H,no,yes,yes,0
10319,OK,2024,18–29,male,H,no,yes,yes,0
10320,IN,2024,45–59,male,W,no,yes,no,0
10330,VA,2024,18–29,male,B,no,yes,yes,0
10334,MN,2024,18–29,male,W,no,yes,no,1
11294,TX,2024,60+,male,W,yes,yes,no,0
10323,TX,2024,18–29,male,B,no,yes,yes,0
10329,TX,2024,18–29,male,H,yes,no,no,0
10332,AR,2024,60+,male,Unknown,no,yes,no,0
10348,NM,2024,30–44,male,H,no,yes,no,0
10322,MI,2024,18–29,male,A,yes,yes,no,1
10333,TX,2024,45–59,female,W,no,yes,no,0
10341,TN,2024,18–29,male,B,no,yes,yes,0
10360,AZ,2024,30–44,male,Unknown,no,yes,no,1
10592,WI,2024,18–29,male,A,yes,yes,no,1
11293,TN,2024,18–29,male,W,no,yes,Unknown,0
10321,CA,2024,30–44,male,W,no,yes,yes,1
10324,WA,2024,30–44,male,Unknown,no,yes,yes,1
10326,MI,2024,30–44,male,W,no,no,Unknown,0
10327,NC,2024,18–29,male,W,no,yes,yes,0
10328,TX,2024,18–29,male,B,no,yes,Unknown,1
10325,TX,2024,45–59,male,B,no,yes,yes,0
10339,NY,2024,30–44,male,W,no,yes,yes,0
10337,TX,2024,18–29,male,W,no,yes,yes,0
10340,MO,2024,18–29,male,Unknown,no,yes,no,0
10342,CO,2024,60+,male,W,no,yes,no,0
10349,WA,2024,60+,male,W,no,yes,no,0
10350,TN,2024,30–44,male,B,yes,yes,no,0
10351,CA,2024,45–59,male,B,no,yes,Unknown,1
10356,CA,2024,30–44,male,Unknown,no,yes,no,0
10357,OH,2024,18–29,female,Unknown,yes,yes,no,0
10354,GA,2024,30–44,male,W,no,yes,yes,0
10355,OH,2024,30–44,male,B,no,yes,no,0
10367,CT,2024,30–44,male,W,no,yes,no,1
10358,AZ,2024,30–44,male,W,no,yes,Unknown,0
10359,OH,2024,30–44,male,H,no,no,no,1
10362,NY,2024,60+,male,H,no,yes,no,0
10363,TX,2024,18–29,male,W,yes,yes,no,0
10366,NC,2024,30–44,male,B,no,yes,no,0
10361,ID,2024,60+,male,W,no,yes,Unknown,0
10364,TX,2024,30–44,male,A,no,yes,no,0
10365,SC,2024,45–59,male,Unknown,no,yes,no,0
10369,SC,2024,30–44,male,W,no,yes,no,0
10370,GA,2024,30–44,male,W,no,yes,Unknown,0
10371,FL,2024,18–29,male,W,no,yes,no,0
10372,TX,2024,18–29,male,B,no,yes,yes,1
10373,IN,2024,18–29,male,W,no,yes,yes,0
10379,AL,2024,18–29,male,Unknown,no,yes,yes,0
10380,FL,2024,30–44,male,B,no,yes,no,0
10843,CA,2024,30–44,male,Unknown,no,yes,yes,0
10377,AZ,2024,30–44,male,H,no,yes,no,1
10378,TN,2024,30–44,male,B,no,yes,yes,0
10419,CA,2024,Under 18,male,H,no,no,no,1
10375,IN,2024,30–44,male,W,no,yes,no,0
10376,FL,2024,18–29,male,B,no,yes,no,0
10381,TN,2024,18–29,male,B,no,yes,no,0
10384,TX,2024,30–44,male,W,no,yes,no,1
10386,FL,2024,30–44,male,W,no,yes,no,0
10374,TX,2024,18–29,male,H,no,yes,yes,1
10382,WI,2024,30–44,male,W,no,yes,no,1
10383,LA,2024,30–44,male,B,no,yes,no,0
10387,OR,2024,30–44,male,W,no,no,yes,0
10412,MT,2024,30–44,male,W,no,yes,yes,0
10388,NC,2024,30–44,male,B,no,yes,no,0
10389,NM,2024,30–44,male,H,no,yes,no,1
10391,TX,2024,30–44,male,H,no,no,yes,0
10395,OR,2024,45–59,male,Unknown,no,yes,no,0
10398,TX,2024,30–44,female,H,no,yes,no,0
10400,NC,2024,30–44,female,W,no,yes,no,0
10390,MA,2024,30–44,male,W,no,yes,no,1
10392,NY,2024,18–29,male,B,no,yes,yes,0
10394,TX,2024,30–44,male,B,no,yes,no,0
10396,CO,2024,30–44,female,W,no,no,yes,0
10397,CO,2024,30–44,male,Unknown,no,yes,yes,1
10399,MT,2024,45–59,male,N,no,yes,no,0
10416,TX,2024,30–44,male,H,no,yes,yes,0
10393,IN,2024,18–29,male,W,no,yes,no,0
10401,TX,2024,60+,male,W,yes,yes,no,0
10402,LA,2024,45–59,male,B,no,no,yes,0
10417,WI,2024,Under 18,male,Unknown,no,no,no,1
10418,TX,2024,60+,male,W,no,yes,no,0
10403,FL,2024,18–29,female,H,yes,yes,no,1
10404,CA,2024,30–44,male,A,yes,yes,no,1
10405,PA,2024,30–44,male,Unknown,no,yes,Unknown,1
10406,CA,2024,30–44,male,W,no,yes,no,0
10407,TX,2024,18–29,male,H,no,yes,no,0
10408,AZ,2024,18–29,female,Unknown,no,yes,Unknown,0
10409,AL,2024,30–44,male,W,no,yes,no,0
10531,IN,2024,30–44,male,B,no,yes,Unknown,0
10411,FL,2024,18–29,male,B,no,yes,no,0
10413,OH,2024,30–44,male,B,yes,yes,no,0
10424,WA,2024,30–44,male,Unknown,no,yes,Unknown,0
10425,OH,2024,18–29,male,W,yes,yes,no,0
10410,MS,2024,18–29,male,Unknown,no,no,no,0
10420,CO,2024,18–29,male,H,no,yes,yes,0
10414,AZ,2024,30–44,male,Unknown,no,yes,no,0
10421,CA,2024,30–44,male,W,no,yes,no,0
10422,OK,2024,45–59,male,W,no,yes,Unknown,1
10423,CA,2024,30–44,male,H,yes,yes,yes,0
10426,NC,2024,30–44,male,B,no,yes,no,1
10427,WI,2024,45–59,male,W,no,yes,yes,1
10428,OR,2024,45–59,male,Unknown,no,yes,Unknown,0
10429,MN,2024,30–44,female,N,no,yes,Unknown,1
10430,WV,2024,30–44,male,W,no,yes,no,0
10431,TX,2024,60+,male,W,no,yes,no,0
10432,FL,2024,30–44,male,Unknown,no,yes,no,1
10433,WV,2024,30–44,male,W,no,yes,no,0
10434,AZ,2024,18–29,male,H,no,yes,yes,0
10842,KY,2024,60+,male,Unknown,no,no,Unknown,0
10435,CO,2024,45–59,male,Unknown,no,yes,yes,0
10436,TX,2024,30–44,male,W,no,yes,no,1
10437,OH,2024,30–44,male,W,no,yes,Unknown,0
10438,AZ,2024,45–59,male,H,no,yes,Unknown,0
10446,WV,2024,45–59,male,W,no,yes,yes,0
10441,CA,2024,30–44,male,Unknown,no,yes,no,0
10440,TN,2024,30–44,male,B,no,yes,no,0
10442,CA,2024,18–29,male,H,no,yes,yes,0
10443,KS,2024,18–29,male,Unknown,no,yes,yes,0
10444,TX,2024,30–44,male,H,no,yes,no,0
10459,KY,2024,30–44,male,W,no,yes,Unknown,1
10525,TX,2024,45–59,female,W,no,yes,yes,0
10526,TX,2024,60+,male,W,no,yes,yes,0
10458,GA,2024,30–44,male,B,no,yes,Unknown,0
10471,OH,2024,45–59,male,Unknown,no,yes,no,1
10448,NC,2024,30–44,male,W,no,yes,yes,0
10449,NY,2024,30–44,male,B,no,yes,yes,0
10450,OH,2024,18–29,male,Unknown,no,yes,yes,0
10576,TX,2024,60+,female,W,no,yes,Unknown,0
10447,AK,2024,30–44,male,W,no,yes,no,1
10456,CA,2024,30–44,male,W,no,yes,yes,1
10457,AZ,2024,45–59,male,B,no,yes,Unknown,0
10451,MT,2024,30–44,male,Unknown,no,yes,yes,0
10452,CO,2024,18–29,male,H,no,yes,yes,0
10454,NM,2024,60+,male,Unknown,no,yes,no,0
10455,PA,2024,18–29,female,B,no,yes,yes,0
10467,GA,2024,45–59,male,W,no,yes,yes,0
10468,NC,2024,45–59,male,B,no,no,yes,0
10500,KY,2024,Under 18,male,H,no,yes,yes,1
10632,CA,2024,45–59,male,Unknown,yes,yes,no,1
10460,IN,2024,18–29,male,W,no,yes,yes,1
10461,UT,2024,30–44,male,W,no,yes,Unknown,0
10463,AL,2024,30–44,male,B,no,yes,yes,0
10464,OK,2024,18–29,male,H,no,yes,no,0
10465,NM,2024,30–44,male,H,no,yes,yes,0
10466,FL,2024,45–59,male,W,no,yes,no,0
10478,CO,2024,30–44,male,B,no,yes,no,0
10490,NC,2024,60+,male,Unknown,no,yes,Unknown,0
10462,MN,2024,30–44,male,Unknown,no,yes,Unknown,1
10470,OH,2024,18–29,male,B,no,yes,no,0
10472,WI,2024,45–59,male,W,no,yes,no,0
10477,AZ,2024,18–29,male,B,no,yes,yes,0
10480,WA,2024,30–44,male,Unknown,no,yes,no,0
10476,GA,2024,30–44,male,B,no,yes,yes,0
10484,IL,2024,60+,male,Unknown,no,yes,Unknown,0
10473,FL,2024,18–29,male,B,no,yes,no,0
10474,NC,2024,30–44,male,B,yes,yes,no,0
10479,CO,2024,30–44,male,W,yes,yes,no,0
10481,CA,2024,30–44,male,H,no,yes,no,0
10486,TX,2024,18–29,male,H,no,yes,yes,0
10485,UT,2024,45–59,male,Unknown,no,yes,no,1
10483,TX,2024,30–44,male,H,no,yes,no,1
10482,MS,2024,18–29,male,B,no,yes,yes,0
10505,NC,2024,18–29,male,B,no,yes,no,0
10488,MO,2024,45–59,male,W,no,yes,yes,0
10489,CA,2024,30–44,male,W,yes,yes,no,0
10509,OH,2024,18–29,male,W,no,yes,no,1
10521,WA,2024,45–59,male,Unknown,no,yes,no,1
10535,CO,2024,30–44,male,B,no,no,no,1
10492,MD,2024,30–44,male,B,no,yes,no,1
10499,TX,2024,18–29,male,B,yes,yes,no,0
10501,WA,2024,45–59,male,Unknown,no,yes,no,0
10497,CA,2024,30–44,male,W,no,no,no,1
10512,MI,2024,30–44,male,W,no,no,yes,0
10491,SC,2024,30–44,male,B,no,no,yes,0
10493,KS,2024,30–44,male,H,no,yes,yes,0
10495,FL,2024,30–44,male,B,no,yes,Unknown,0
10496,NC,2024,45–59,male,B,no,yes,yes,0
10502,NY,2024,18–29,male,B,yes,yes,no,1
10506,KS,2024,30–44,male,W,no,yes,yes,0
10507,IL,2024,30–44,male,B,no,yes,no,0
10523,TX,2024,45–59,male,H,no,yes,no,0
10841,NJ,2024,45–59,male,W,no,yes,Unknown,0
10494,AZ,2024,45–59,male,H,no,yes,no,0
10498,NC,2024,30–44,male,B,no,yes,no,0
10503,NC,2024,30–44,male,W,no,yes,no,1
10504,IN,2024,18–29,male,B,no,yes,yes,1
10510,FL,2024,30–44,male,W,yes,yes,no,1
10514,AZ,2024,45–59,male,W,no,yes,Unknown,0
10511,MD,2024,18–29,male,B,yes,yes,no,1
10517,MN,2024,30–44,male,B,no,yes,no,0
10518,OR,2024,45–59,male,W,no,yes,Unknown,0
10519,FL,2024,18–29,male,B,no,yes,no,0
10568,OH,2024,60+,male,W,no,yes,no,0
10533,IN,2024,30–44,male,Unknown,no,yes,no,1
10532,SC,2024,18–29,male,Unknown,no,no,yes,0
10536,AZ,2024,18–29,male,Unknown,no,yes,no,0
10537,NH,2024,30–44,male,Unknown,no,yes,Unknown,0
10542,TX,2024,45–59,male,H,yes,yes,no,0
10544,AK,2024,18–29,male,Unknown,no,yes,no,1
10539,TX,2024,18–29,male,H,no,yes,no,0
10540,DE,2024,45–59,male,Unknown,no,yes,no,0
10541,TX,2024,60+,male,B,no,yes,no,0
10545,VA,2024,30–44,male,W,no,yes,yes,0
10546,MS,2024,18–29,male,B,no,yes,yes,0
10538,NC,2024,30–44,male,B,no,yes,yes,0
10547,PA,2024,30–44,male,W,no,yes,yes,1
10543,WY,2024,18–29,male,W,no,no,Unknown,0
10549,FL,2024,30–44,male,H,no,yes,no,0
10567,LA,2024,18–29,male,B,no,yes,no,1
10548,ME,2024,30–44,male,W,no,yes,no,0
10550,VA,2024,30–44,male,B,no,yes,yes,0
10553,WA,2024,30–44,male,W,no,no,no,1
10559,AZ,2024,30–44,male,Unknown,no,no,yes,1
10573,NV,2024,30–44,male,B,no,yes,no,0
10840,MT,2024,30–44,male,W,no,yes,yes,0
10552,PA,2024,18–29,male,B,no,yes,yes,0
10556,TX,2024,30–44,male,B,no,yes,no,0
10558,FL,2024,30–44,male,Unknown,no,yes,no,0
10574,NM,2024,18–29,male,H,no,no,yes,0
10555,NC,2024,18–29,male,H,no,no,no,0
10561,ME,2024,60+,male,W,no,yes,no,0
10562,PA,2024,18–29,male,W,no,yes,no,0
10572,OH,2024,30–44,male,Unknown,no,yes,yes,1
10560,PA,2024,45–59,male,B,no,yes,no,0
10563,TX,2024,45–59,male,H,no,yes,no,0
10564,AL,2024,30–44,male,B,no,yes,no,0
10565,IN,2024,60+,male,W,no,yes,no,1
10569,OR,2024,30–44,male,Unknown,no,yes,no,0
10570,CA,2024,30–44,female,Unknown,no,no,yes,0
10571,CA,2024,18–29,male,H,no,yes,yes,0
10575,VT,2024,30–44,male,Unknown,no,yes,Unknown,1
10601,TN,2024,45–59,male,W,no,yes,no,0
10602,MN,2024,30–44,male,W,no,yes,yes,1
10584,OH,2024,18–29,male,B,no,yes,no,0
10612,CA,2024,30–44,male,H,no,yes,no,0
10621,NJ,2024,45–59,male,B,no,yes,Unknown,0
10581,NC,2024,30–44,male,W,no,yes,yes,0
10622,GA,2024,30–44,female,B,no,yes,yes,0
10579,AL,2024,Under 18,male,W,yes,yes,no,0
10580,NV,2024,45–59,male,B,no,yes,no,1
10582,UT,2024,30–44,male,H,yes,yes,no,0
10583,CA,2024,18–29,female,H,no,yes,no,0
10585,ME,2024,30–44,male,W,no,yes,yes,0
10608,VA,2024,30–44,female,Unknown,no,yes,no,0
10623,CA,2024,18–29,male,B,no,yes,no,0
10624,SC,2024,45–59,male,Unknown,no,yes,no,0
10577,CO,2024,45–59,male,H,yes,yes,no,0
10578,SC,2024,30–44,male,W,no,yes,no,0
10625,OH,2024,45–59,male,W,yes,yes,Unknown,0
10609,WA,2024,30–44,male,Unknown,no,yes,no,1
10586,MI,2024,30–44,male,B,yes,yes,no,1
10597,MO,2024,Under 18,male,B,no,yes,yes,0
10600,OR,2024,60+,male,Unknown,no,yes,yes,0
10604,OH,2024,45–59,male,W,yes,yes,no,0
10626,GA,2024,18–29,male,B,no,yes,yes,0
10587,CO,2024,30–44,male,H,no,yes,no,0
10590,NM,2024,18–29,male,Unknown,yes,yes,yes,0
10627,AK,2024,45–59,female,Unknown,no,yes,no,0
10839,WA,2024,30–44,male,Unknown,no,yes,yes,0
10599,NM,2024,30–44,male,Unknown,no,no,yes,0
10603,TN,2024,45–59,female,Unknown,no,yes,no,0
10616,NV,2024,45–59,male,W,no,yes,no,1
10643,CA,2024,30–44,male,Unknown,no,yes,no,0
10591,TX,2024,30–44,male,H,yes,yes,no,0
10596,CO,2024,18–29,male,H,no,yes,no,0
10598,CO,2024,18–29,male,Unknown,no,yes,no,0
10593,IN,2024,18–29,male,B,no,yes,no,1
10589,TX,2024,30–44,male,H,no,yes,no,0
10594,VA,2024,45–59,male,W,no,yes,yes,0
10595,TX,2024,18–29,male,W,no,yes,yes,0
10605,AL,2024,30–44,male,W,yes,yes,no,1
10606,GA,2024,18–29,male,B,no,no,yes,0
10763,TX,2024,30–44,male,W,no,yes,no,0
10611,FL,2024,18–29,male,B,no,yes,yes,0
10613,IN,2024,45–59,male,B,no,yes,yes,1
10617,CA,2024,30–44,male,Unknown,no,yes,yes,0
10633,NM,2024,Under 18,male,N,no,yes,Unknown,0
10615,MO,2024,60+,male,W,no,no,Unknown,0
10618,FL,2024,30–44,female,H,yes,yes,no,0
10619,FL,2024,45–59,male,B,no,yes,no,0
10620,NC,2024,18–29,male,Unknown,no,yes,no,0
10640,FL,2024,30–44,male,Unknown,no,yes,yes,1
10628,OH,2024,45–59,male,Unknown,no,yes,yes,0
10629,VA,2024,30–44,male,Unknown,no,yes,no,0
10630,MN,2024,30–44,female,W,yes,yes,Unknown,0
10631,MI,2024,30–44,male,W,no,yes,Unknown,0
10634,TN,2024,18–29,male,W,yes,yes,no,1
10642,GA,2024,45–59,male,Unknown,no,yes,yes,0
10635,NY,2024,Under 18,male,A,no,no,yes,1
